GSNR,ASE,NLI,status
17.23422110131916,17.517419860587964,29.231980696085508,0
17.206954723674762,17.482196013690984,29.324555831523277,0
16.928517589662796,17.145202889430745,30.055958402742743,0
16.987175308212894,17.221900481063503,29.776255749176674,0
17.10077386666127,17.34779752900997,29.674157825381933,0
17.088846711797572,17.322781979597963,29.892175422616635,0
16.8205501056602,17.034148950294593,30.00876593145702,0
16.854972346256023,17.07038848580539,30.007295945478777,0
17.290118805951582,17.577684420581715,29.223581835656823,0
16.85566785499168,17.064396997978488,30.141626653376143,0
16.98021952170734,17.226264410586502,29.570360807837638,0
17.281360973860444,17.557542520984565,29.384616501485006,0
16.939036858564766,17.160032622836063,29.983069797783678,0
16.828015994008968,17.037927382161318,30.090032059817894,0
16.81906803835218,17.03685652603302,29.92500114703365,0
16.847400808666006,17.065685395375077,29.94369837493146,0
17.037914795561043,17.284520734368872,29.618442121658642,0
17.154318929557963,17.422230304497674,29.385517588502488,0
17.207209616743555,17.471839781170573,29.490302499563136,0
17.18452889531291,17.45304114072273,29.406295465985913,0
17.160745415905176,17.43585591105256,29.280346078052585,0
16.92220869781622,17.14377878658012,29.95525454231497,0
16.895116432949212,17.11852646485141,29.893159005324247,0
17.262936373072616,17.549062863920923,29.217476620631686,0
17.249387785426432,17.530070236500176,29.284663697687968,0
16.90414754327363,17.127315574880544,29.906777029415178,0
17.00628625394082,17.242596215675313,29.76692830458639,0
16.93713790795243,17.176449305287584,29.644453453525088,0
17.097961886067633,17.35333637025904,29.531091544374345,0
16.948943868430955,17.187671805865406,29.666571727699104,0
16.878339374509885,17.097956512461256,29.94886605126599,0
17.066712519162188,17.31804377352002,29.567150254181676,0
16.91296133251499,17.132814183567863,29.97894612800446,0
17.09086060877943,17.35763655173238,29.3399422715461,0
17.235443203369133,17.516091032571975,29.2712377216341,0
16.95349186825859,17.18899347613295,29.728614933567435,0
17.163641065437886,17.429641412979354,29.424983490630957,0
17.067432828687256,17.317390069974646,29.59099792417238,0
16.946376009721572,17.16698052102564,29.997910584338122,0
17.1001387761846,17.3603809612679,29.453676263141325,0
17.231982777740424,17.508290574236867,29.33331594770848,0
17.081736367570013,17.334006683719373,29.566442569355726,0
17.261859488788097,17.549267802815415,29.197621010051545,0
17.035755464771224,17.263295627153322,29.956291303309047,0
17.07401732356109,17.302144428410323,29.983655815284934,0
16.866095286644345,17.07998066019792,30.048631328530014,0
16.92332874798354,17.1478084646662,29.901157216610294,0
16.93912486335649,17.166720744419326,29.858624973650883,0
17.12586902572619,17.380855809150876,29.565405051432542,0
17.179237675154624,17.449627338157722,29.371673366778776,0
16.90037924599664,17.127989012551737,29.819621285943917,0
17.19328982935267,17.471063094018625,29.272374907085105,0
17.14452009394988,17.403170125120255,29.52392104663746,0
17.18232619064164,17.44913763416564,29.430847533414383,0
17.13234447494717,17.403236486381452,29.316967597877554,0
17.152623219246465,17.408909563833536,29.570724688400084,0
17.205785180859234,17.474952596334855,29.41729207576149,0
17.246402300536374,17.516239826204693,29.4474421716698,0
16.765485659025053,16.972742150361636,30.081463491618617,0
17.010941627937243,17.258176971386487,29.580710433008544,0
16.807034684991674,17.015799035353474,30.092278461878305,0
17.0919198007433,17.34452038389501,29.571107562735687,0
16.844714141603482,17.065099468141167,29.900457191099612,0
16.91266732154091,17.135563880036973,29.920448430931476,0
17.028997874023414,17.274882003088457,29.621898042053353,0
16.998036282230853,17.24384296530587,29.59226620301363,0
16.98805426048098,17.219028800959453,29.84523170004263,0
17.13120320721724,17.394667381085977,29.432896790942422,0
16.793355949890188,17.001577408814,30.089638985857587,0
16.92067132793131,17.148848746379862,29.829377022164326,0
17.224711532200484,17.50165118119655,29.316437295059433,0
17.01981185414855,17.253272243654177,29.83173020213433,0
17.075681270738624,17.317879708564167,29.73234745000536,0
17.01403233720881,17.24958094597321,29.788312021721076,0
17.260381979095605,17.545362044002054,29.231791169908895,0
16.968985787046705,17.213206937143884,29.590534538594945,0
17.03502772941431,17.27328813304857,29.760937687762585,0
17.089152561332167,17.32941415546954,29.779729116822903,0
17.158884624061493,17.409469519435813,29.671868868169224,0
16.77538237079815,16.980124708760385,30.143117898808644,0
16.873080081774198,17.081070812280426,30.174063723094328,0
17.037556411724843,17.281539242969796,29.663227174392567,0
17.009038383755982,17.25708738197184,29.564940928814757,0
16.904874609831168,17.120771379031616,30.04775748827509,0
17.164526708977412,17.4451811398861,29.20022233423975,0
17.284989034957007,17.567097080471168,29.298967930326135,0
16.888390229796904,17.110939945244226,29.902762597219827,0
17.221379695829995,17.497915272801222,29.31924681974856,0
16.917912420972193,17.13988256588136,29.9433222524141,0
17.05095194609975,17.28676766184827,29.82044196173343,0
17.076801324710594,17.318385846259872,29.7441857178416,0
17.186200884906015,17.453817782651782,29.42203003034855,0
17.20520374928592,17.48187144380116,29.301061842449027,0
16.898184229697996,17.114877896210626,30.025461502974288,0
17.158767928202263,17.409976977706428,29.661257334568326,0
16.972821677244053,17.19223915507137,30.04719945416326,0
17.178921096210114,17.437274506958584,29.563158566525495,0
17.215063074781384,17.48749183931433,29.37587893489344,0
16.852461552254457,17.06623562071105,30.037203037719728,0
17.14694568804823,17.39856683190952,29.642520633437904,0
17.147322563606238,17.427250582000358,29.193914222772648,0
17.06029384092727,17.3007353179471,29.74770917970218,0
16.80419000189128,17.02026919969968,29.94349518350163,0
17.220896943143906,17.4963777953749,29.33483823441851,0
16.821613581212993,17.027435908112043,30.167036594297635,0
17.076853661744252,17.32883362721653,29.5664174865481,0
16.77888026957831,16.983094767901015,30.15756481253468,0
16.674539115766787,16.874016306515095,30.152806636519692,0
17.369550832093786,17.664814976791046,29.192082509231604,0
17.24813823224815,17.532269772750865,29.232078144111465,0
17.188129307139683,17.444400428210407,29.606481219798578,0
16.985512533028352,17.21434487649897,29.88209535913953,0
17.290396153167194,17.57953193867037,29.200986662439227,0
16.963261003162092,17.19258088533348,29.85084243841723,0
17.197065963282338,17.474796735612305,29.27679443364506,0
17.08997828599372,17.32827270447754,29.815285127226737,0
16.85647355529539,17.064999131499164,30.146568985540938,0
16.970962163771524,17.209696666988897,29.688473832605492,0
16.94981625854865,17.174912656672326,29.916036006680663,0
17.21911810016117,17.499130726376055,29.26443915856623,0
17.102893342695534,17.350874688163493,29.659947037269298,0
17.069109608964038,17.3119836504155,29.714012826467687,0
17.07253096297795,17.313180189306017,29.756298391234,0
17.219114622244888,17.49346228975639,29.35039675497457,0
16.991818983944672,17.212531991480926,30.041271954370195,0
16.896514520762683,17.118300844293795,29.925431261320433,0
16.946571808095953,17.173647448772684,29.875752566659695,0
16.88272626247974,17.108144640523,29.84289786022856,0
17.19804939362248,17.474497965538998,29.297240091355228,0
17.08493891122214,17.346273644474845,29.42082282914654,0
16.92861941309931,17.15429755004656,29.88391809278824,0
17.063650707010908,17.327802686553323,29.354361693436765,0
