GSNR,ASE,NLI,status
20.6161734073656,20.743806368848535,35.99804824920656,0
20.527555034657652,20.642054296227528,36.37449514141645,0
20.781538426175107,20.91627848327411,35.93161011869818,0
20.516116768452136,20.625281782410518,36.56759330970737,0
20.2323581301621,20.331554774940486,36.694735331714654,0
20.200017984863564,20.297686827128505,36.72904360165733,0
20.171696182075955,20.271861705281804,36.59234315952885,0
20.550190373615,20.671280057118466,36.15736621304817,0
20.62238685539585,20.745629893147836,36.154081820173396,0
20.414007005964333,20.518587776131135,36.64951721460725,0
20.756706030285837,20.882496273390174,36.20082289212228,0
20.448341807531687,20.564367962820032,36.23850982803136,0
20.39975198964953,20.50050757271677,36.79518429226493,0
20.367184175459215,20.481364068588018,36.226095835190655,0
20.5459237890646,20.67472923847799,35.88866808117168,0
20.204536629311328,20.30514827849863,36.60610577060634,0
20.62945734919726,20.75649058282231,36.03148872405646,0
20.413898826119933,20.533689496934638,36.067269632652106,0
20.595168924446817,20.72144377897885,36.02282771575039,0
20.701778167482956,20.835611983630677,35.88070772877034,0
20.59712601580916,20.710514436255373,36.48585293485541,0
20.40684933152153,20.514873169915838,36.50339635988067,0
20.441035885650972,20.548492159057666,36.5601786030138,0
20.298185905861654,20.39715573404536,36.77039179575405,0
20.28053903608693,20.38975809573534,36.329892902960644,0
20.43911718501038,20.547241684000106,36.53166930318177,0
20.474679942875973,20.590537011643196,36.271097446020796,0
20.528315069439884,20.654758070502254,35.95027834456768,0
20.62275397378166,20.752400077472362,35.93766418839037,0
20.636404225507107,20.761429755085786,36.10662310728745,0
20.435334212443163,20.551797141566574,36.209401572893874,0
20.71381254296224,20.84854777345674,35.86403740868241,0
20.37012300877982,20.484551346968985,36.21971875941275,0
20.345012870537346,20.448519339041194,36.624831517817526,0
20.78402157661262,20.921749077414237,35.84033978362688,0
20.597049238714433,20.719655823374357,36.15091347429897,0
20.439896461256172,20.54693496775635,36.57574849819719,0
20.529313854154058,20.639006646113653,36.56010701741833,0
20.543433198566955,20.65693370307787,36.42792505001029,0
20.297294274333932,20.39872136601938,36.66421250742085,0
20.6073365857196,20.735286097311718,35.97861106541921,0
20.74509144319599,20.87454652537626,36.066310267066946,0
20.359136681612707,20.461573551199635,36.68353457390055,0
20.65841067506738,20.784651125652466,36.08723575675875,0
20.65006356952571,20.779869104421582,35.95971568418677,0
20.60310745954564,20.72046874252331,36.344250583709815,0
20.56424329639137,20.677585095523767,36.454733038920516,0
20.402443443185906,20.521281890401845,36.09000060189383,0
20.662030293875837,20.7941715223224,35.89539309786463,0
20.39819337939346,20.506809360349237,36.47129400920954,0
20.324570410278866,20.431402130591167,36.46871766733164,0
20.23452759623487,20.3382569081737,36.50511716407425,0
20.786873695337242,20.925291391410905,35.82182567761779,0
20.785734925525283,20.922671782240197,35.86666301523712,0
20.248886966085653,20.348735255777257,36.683152272100685,0
20.463368693553775,20.58135527900709,36.18174521442603,0
20.70248951494694,20.831505967634563,36.03823019146373,0
20.494233140431287,20.615853165309147,36.08269347713939,0
20.579256083914977,20.70100576545233,36.16315348638355,0
20.394950220693797,20.50179379745229,36.53862141774641,0
20.551041903245473,20.679037430287618,35.92077767239344,0
20.472973632283725,20.5887084246422,36.27391626552057,0
20.712863984420864,20.847065925237732,35.880047311766084,0
20.76550320805241,20.900737800399895,35.899910195664035,0
20.5810254084476,20.695515076592454,36.42832463240572,0
20.534528426513972,20.645355774068385,36.52119797909978,0
20.674186005569787,20.80806783486618,35.85158168939807,0
20.377662564633155,20.490482189215534,36.28794687191374,0
20.78723299964114,20.92290046878476,35.907976029032874,0
20.791318792708203,20.922948303442595,36.04127776143932,0
20.43206906776016,20.540408144705754,36.51611779984528,0
20.444229237020505,20.562310033955406,36.159186222299006,0
20.536053909645332,20.654992631404888,36.219997994114344,0
20.57734814720093,20.702320547192613,36.04938651784961,0
20.546726917027765,20.676583589635193,35.85469387949566,0
20.761353698420425,20.894491448163066,35.96258350226303,0
20.71985575205445,20.842791555879767,36.262237917806516,0
20.54512000770034,20.662979350558835,36.26811936997532,0
20.716135475773815,20.850809011661223,35.86831872240078,0
20.491475756142155,20.603551654796824,36.43011400911218,0
20.554501699081186,20.670106457493414,36.360261867366624,0
20.90845682814563,21.042275359215097,36.087874819540346,0
20.63606171168182,20.763021018589885,36.04058440640352,0
20.789292298025643,20.918780552812805,36.10941489739349,0
20.225237243484013,20.326711420124365,36.59016329322271,0
20.517106068298418,20.63665461059849,36.179143486082296,0
20.669448951536353,20.800648270751747,35.933410764375026,0
20.30890075309614,20.409413377557346,36.714697122604804,0
20.681833739448177,20.807714807238803,36.122861177066156,0
20.865780491111767,21.006047815208845,35.84400338493401,0
20.344787033197342,20.446922666045033,36.68182503842668,0
20.769735091963057,20.900643136085346,36.043204473116745,0
